date,weekday,scheduled_status,confirmation_status,closure_reason,source_year,sse_daily_result_rows,sse_daily_trade_date,sse_daily_product_names,sse_daily_result_sha256
2025-02-22,SATURDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2025,,,,
2025-02-23,SUNDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2025,,,,
2025-02-24,MONDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250224,主板|科创板|股票,d18c4933d199c9bdd41ee4c3d35a8c1d3d0959fed804c37f784504fb024d4e48
2025-02-25,TUESDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250225,主板|科创板|股票,578ad31894cace2525d5c75da7cc6247f7bc4e8e0e58f659cffd6862509ff46e
2025-02-26,WEDNESDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250226,主板|科创板|股票,f4ce47dc6ee3247784bc6763fb8670cd125ed9a5735dc879f8217e18859f4805
2025-02-27,THURSDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250227,主板|科创板|股票,7375da3269fa73ef9fdc4a7e5af819d0b485b0a043f1e6fbdda4775c194f7fab
2025-02-28,FRIDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250228,主板|科创板|股票,867486e48a8ba30fb64b8e5b5bb88b75d16fba746759882e2d81b4c6819c3d10
2025-03-01,SATURDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2025,,,,
2025-03-02,SUNDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2025,,,,
2025-03-03,MONDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250303,主板|科创板|股票,bb57eedfebd9bd061e16ff73cc63e801d41b25518b97db6bf098367bfd4bdff1
2025-03-04,TUESDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250304,主板|科创板|股票,eef0b6bc3bb3a28f7a7812ab2f9e3fef26e8a57dedd74d2435bcb41d44cfd15a
2025-03-05,WEDNESDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250305,主板|科创板|股票,2421a144470d06f475e6a65895d041a3006a13a77f26da23b71b14c5e4327555
2025-03-06,THURSDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250306,主板|科创板|股票,897a2c9eef22ed41e078bcf4c13e37d03cf26db252e17a0581a3eafd2d14d5a1
2025-03-07,FRIDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250307,主板|科创板|股票,65ddc00534eb73569745689162c22a7ca763f3cc5eba830c9092a3266c4725c0
2025-03-08,SATURDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2025,,,,
2025-03-09,SUNDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2025,,,,
2025-03-10,MONDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250310,主板|科创板|股票,cc4af153d0b2b5fa050c94be65ab96743918fa1cabe2a755038bdc3dab061cc5
2025-03-11,TUESDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250311,主板|科创板|股票,1c912be17c990eee14f39e4a6946ae29179b20f83e9dcbf948700c482edf579d
2025-03-12,WEDNESDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250312,主板|科创板|股票,8c75188b51e92922c8ba063794045df72e477f70f0eb39a8ac9a83ced925edda
2025-03-13,THURSDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250313,主板|科创板|股票,da0d228a03701f12980579c36ee548f3fbd4605a082c5801dfe3ad05ae4e9c8c
2025-03-14,FRIDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250314,主板|科创板|股票,12967adf6939682408fffed2fa7723587ab75fd9393f08ebc3292bc8e221e917
2025-03-15,SATURDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2025,,,,
2025-03-16,SUNDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2025,,,,
2025-03-17,MONDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250317,主板|科创板|股票,eee4741aa6c35e25869c5fa94aef19c1700610c552d6af4acdd5a7dd2111a40b
2025-03-18,TUESDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250318,主板|科创板|股票,a7f67cecfc2beeb7bf171629506a54d329b676986030ebdcee7ffcf629d947cc
2025-03-19,WEDNESDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250319,主板|科创板|股票,147784d2aa7339bf1c5c695f542475acf8582d1c8284e7cdc3e36495555ea891
2025-03-20,THURSDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250320,主板|科创板|股票,8cba505dbac4ee5a8052b6e0c848b1e2025a5c81ec0ae6f407beeb7119d285df
2025-03-21,FRIDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250321,主板|科创板|股票,aeeebbd03018ceb72724aad5d359900011d5aa1f42b5c667ab0bc95840b8afb4
2025-03-22,SATURDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2025,,,,
2025-03-23,SUNDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2025,,,,
2025-03-24,MONDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250324,主板|科创板|股票,7cf995fe402033e260e44a5dbd3b2be08bbd3b8bd68b32e95d0e272a33dde653
2025-03-25,TUESDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250325,主板|科创板|股票,693af299353f0a360a52d9eacc3ab35f54406c1402f1b75a5d0c1507cf309c01
2025-03-26,WEDNESDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250326,主板|科创板|股票,9cb3adcf0c825d73ca828b7fbc5d625fc34ccbf8ee2108ab8b468412db15337e
2025-03-27,THURSDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250327,主板|科创板|股票,bbdb7f8b39372f0f841a8d7fe74604bf5c83211052d8dee0e98013da28554d3b
2025-03-28,FRIDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250328,主板|科创板|股票,70fd228df8ed3ad6767c20801ec72ab54574ac95aee665aef966e51a09405269
2025-03-29,SATURDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2025,,,,
2025-03-30,SUNDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2025,,,,
2025-03-31,MONDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250331,主板|科创板|股票,f1a4461414282df7b5f7b970af22d5cb16e69820fbde8b8839236c36c9973db1
2025-04-01,TUESDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250401,主板|科创板|股票,a307af8b80c3f34caf3756659307b8daa000ab99e49d730cbd83212af0d307d3
2025-04-02,WEDNESDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250402,主板|科创板|股票,e544909b6ac16ed97e9f5b9c9f65d7d12c4f9c2f0327b990d60be527663c0b1c
2025-04-03,THURSDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250403,主板|科创板|股票,d09777393da51d71064ff43fa352fe2d54fa38ca8fea8923ecc3257af11d1d9b
2025-04-04,FRIDAY,CLOSED,CONFIRMED_CLOSED,QINGMING,2025,0,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
2025-04-05,SATURDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2025,,,,
2025-04-06,SUNDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2025,,,,
2025-04-07,MONDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250407,主板|科创板|股票,d64f7b40dce13e3a36ebe3f0b85456540a490192c47c1ad47985edf579f55f62
2025-04-08,TUESDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250408,主板|科创板|股票,a6422ad1df9214df359fa406aaf805ae88f0e013933023f53b39e7c0f4ac5c5d
2025-04-09,WEDNESDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250409,主板|科创板|股票,2da7e2e9fa8cdea24a79f2498df2a99f0c600047ba5433b5b9e0a1b5b26435c0
2025-04-10,THURSDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250410,主板|科创板|股票,d7e7c67d1d02b3d3a74c5de66381226dcdcda90653d3f4b9d2da07af84627675
2025-04-11,FRIDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250411,主板|科创板|股票,e27f20eec1c9e650b59b3aff0b686ba0c8d726146b0974d3f676f1ffd7b78d7f
2025-04-12,SATURDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2025,,,,
2025-04-13,SUNDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2025,,,,
2025-04-14,MONDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250414,主板|科创板|股票,6758e91d68fd22fc477803856ec30e522e46eb46a6cde27771d5d1d21a47f3d5
2025-04-15,TUESDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250415,主板|科创板|股票,dbbc55cf8e1f9c76d932564c3b9664b1e0309e6038854eceff9eca620adf6a36
2025-04-16,WEDNESDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250416,主板|科创板|股票,6d7df586e3989d7625847cd7a099c8410c546af40deea276b69ef53b80e033c7
2025-04-17,THURSDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250417,主板|科创板|股票,7b31452b4e1b332dbe351ee2cee6b5ede2dfddefd2cef26b9a3624b34323e0da
2025-04-18,FRIDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250418,主板|科创板|股票,dcb9dd5b6d5184d8325fc27ffe939ad510c37fa4f147302110eff2794fcf824d
2025-04-19,SATURDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2025,,,,
2025-04-20,SUNDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2025,,,,
2025-04-21,MONDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250421,主板|科创板|股票,de05ba956b27feaad3a793086ba924c57eadb9d81b5598c611fdbeac839a228c
2025-04-22,TUESDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250422,主板|科创板|股票,97e17f3c6305f874f53ba87094023d7e9609abc3c3199bdacf0932886de6237b
2025-04-23,WEDNESDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250423,主板|科创板|股票,82c720be507fddd2cf16499770ee791dfd7d4c7d46ddf3c30ec1ee889ab748d7
2025-04-24,THURSDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250424,主板|科创板|股票,9fef059d150aa91e62c678528e16b55282f89de86f29f741b0bffe301a465ce7
2025-04-25,FRIDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250425,主板|科创板|股票,9da48927314200f30cbc64876d3ef30971488fd1d23709ba4f9a92acf036016c
2025-04-26,SATURDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2025,,,,
2025-04-27,SUNDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2025,,,,
2025-04-28,MONDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250428,主板|科创板|股票,e919c7281f4fe6c0b4fb50d7b5240f9d7162440f3ed242f6345010e825585145
2025-04-29,TUESDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250429,主板|科创板|股票,80d96f77fffa91c5db5bde184e364308be3a655e0b53e53980334da50ce9eaf3
2025-04-30,WEDNESDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250430,主板|科创板|股票,d624e6fa21e6ee64f365c5362dcbf3e82c91ccfd05d31aa69f6e4e0d7ad5ce40
2025-05-01,THURSDAY,CLOSED,CONFIRMED_CLOSED,LABOUR_DAY,2025,0,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
2025-05-02,FRIDAY,CLOSED,CONFIRMED_CLOSED,LABOUR_DAY,2025,0,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
2025-05-03,SATURDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2025,,,,
2025-05-04,SUNDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2025,,,,
2025-05-05,MONDAY,CLOSED,CONFIRMED_CLOSED,LABOUR_DAY,2025,0,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
2025-05-06,TUESDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250506,主板|科创板|股票,cbc2dee508319797fe9a3003604c2d8bf0466028bcfa72e57b71c760227283ef
2025-05-07,WEDNESDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250507,主板|科创板|股票,9792a303ff74f76263fd6b3f4e6b3adae81cb05e78e71f36b1157a904485a267
2025-05-08,THURSDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250508,主板|科创板|股票,b5f89f5eaba38489034d38b71fadec78136eeb491e9f4220c101cb35251262fa
2025-05-09,FRIDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250509,主板|科创板|股票,64276f1794850062f8c46eaf3fd9cc4dd7335717eab7513cb902fc9086973b12
2025-05-10,SATURDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2025,,,,
2025-05-11,SUNDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2025,,,,
2025-05-12,MONDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250512,主板|科创板|股票,8884dcea5e0dea42a526465af36287dc473ecd4b0124e4cde8fa372bfbf0f3b3
2025-05-13,TUESDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250513,主板|科创板|股票,738be3f226e6fd0a2a7168f1f7d7eff45702f1e304a83c235e5875069775dac2
2025-05-14,WEDNESDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250514,主板|科创板|股票,92d8800fd9855189c2d23f343c687cb5127038d971fbfb8015017e870333fc26
2025-05-15,THURSDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250515,主板|科创板|股票,98841252786a0b651fdf6685f3e0c6e80e6a77290eedbd43a18819723741f20f
2025-05-16,FRIDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250516,主板|科创板|股票,25768b55ce61cff8853b10a54cc986afbbabc1d2e2f165d309ca59e3dee660e3
2025-05-17,SATURDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2025,,,,
2025-05-18,SUNDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2025,,,,
2025-05-19,MONDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250519,主板|科创板|股票,381e7e5035b54a08637a41ba97a8cef94445300e534bcea16073b4075bb9a055
2025-05-20,TUESDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250520,主板|科创板|股票,ee7574bbac397c301af9121cb62397bcf41a91fed88995549a8bcf886e515e67
2025-05-21,WEDNESDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250521,主板|科创板|股票,124fdd699f738a9e42cb358ee3aac549b1573c490358e47ea273ba026200079c
2025-05-22,THURSDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250522,主板|科创板|股票,e2b4f949de54b522b9f4fe19f179341ff9f5a571119f8a24065011611f335f28
2025-05-23,FRIDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250523,主板|科创板|股票,7d69a8219dfe8a9e3b3bee17be8d8c5773b9eeee9dbf19e5eb2504c14a812414
2025-05-24,SATURDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2025,,,,
2025-05-25,SUNDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2025,,,,
2025-05-26,MONDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250526,主板|科创板|股票,9bfe7e858760c8fa93117c668017865c7d4c950532b889d4ff0e8e37e8b8e609
2025-05-27,TUESDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250527,主板|科创板|股票,64aab7a0e5b619323e3927ddb411f8421cd0081866f2d0d7eec2cc6d8b9e4e5b
2025-05-28,WEDNESDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250528,主板|科创板|股票,cc5d3c708bb4a00003dafc7227ffe94c744848bb719e3bf4bee5156c24337bd8
2025-05-29,THURSDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250529,主板|科创板|股票,3668d54096be18624a275519bdd9f288e51689a0d2e4df9b82d1bcfe37011521
2025-05-30,FRIDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250530,主板|科创板|股票,2e19d30496287e9d399adb3001a752a91f652332800b545ea6e1ff732b4e9db1
2025-05-31,SATURDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2025,,,,
2025-06-01,SUNDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2025,,,,
2025-06-02,MONDAY,CLOSED,CONFIRMED_CLOSED,DRAGON_BOAT,2025,0,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
2025-06-03,TUESDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250603,主板|科创板|股票,278a8ecb74377a02985f7cd557c71a45a23a6ca477c9146313a16e07a28d8a36
2025-06-04,WEDNESDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250604,主板|科创板|股票,0c2b478400c520ef67b9c462071c878685c230959d9a1300c43b98987702fd29
2025-06-05,THURSDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250605,主板|科创板|股票,8ba552ee537bc84b826ccebd210701572767d21ccef96710b3dafe43cd3c0623
2025-06-06,FRIDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250606,主板|科创板|股票,1b9ea58922719aec0b8de9785eb64eb3f455f31eb28f5ab603fa3cdc0da524d0
2025-06-07,SATURDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2025,,,,
2025-06-08,SUNDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2025,,,,
2025-06-09,MONDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250609,主板|科创板|股票,b06e7910accfbeabf23737fc59e1cb27eecb9c8d8e73dee9efeb2a8fd803b054
2025-06-10,TUESDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250610,主板|科创板|股票,3e5bd21ad636d0110f5afe84badb9909afb8e817ecf2639ac972adff366409e8
2025-06-11,WEDNESDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250611,主板|科创板|股票,5bf10261761cc564d2caedaf6c8c9ce9b6db5a81f967aab7122ff71e16261ca7
2025-06-12,THURSDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250612,主板|科创板|股票,3ef287f8c3cd88b5ddf340fd95821007ac40278008dad21c737126680b7b7642
2025-06-13,FRIDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250613,主板|科创板|股票,10d9f565de71c44988ef39e07b4ed65f7a5a700376254b61b98b506071c0dcb7
2025-06-14,SATURDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2025,,,,
2025-06-15,SUNDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2025,,,,
2025-06-16,MONDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250616,主板|科创板|股票,eb361ddaedb2b2ede297a876f7ae5c8d3253080223794b740d5db5eb517c9115
2025-06-17,TUESDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250617,主板|科创板|股票,5c722f668cc9d0494ce7bf8f827ea30f58337eda23f0a18a2ba0dab5e45ff3db
2025-06-18,WEDNESDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250618,主板|科创板|股票,4d98ff2a78c9b0ff2b52a99c8b72e87380bc2571724e196dc07ae9470277123e
2025-06-19,THURSDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250619,主板|科创板|股票,34bf4e458e41f133ca4d9ef3c8746bca183d6487a5bb4a231bc3365a3b0e1719
2025-06-20,FRIDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250620,主板|科创板|股票,609916730105fa8ca2bba9411a26f01fa23edc43d7f08d9b9a7650dd9d33c119
2025-06-21,SATURDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2025,,,,
2025-06-22,SUNDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2025,,,,
2025-06-23,MONDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250623,主板|科创板|股票,d9baa7b91cbb0556c2bd2ff53e8e6de048d22ebdedbd79ae4d0955a7d7dcb608
2025-06-24,TUESDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250624,主板|科创板|股票,8b148b6db7880b43df1dd8318bc512c3136344df1945db79c7cf6975632a3c53
2025-06-25,WEDNESDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250625,主板|科创板|股票,f11542b67539215ac9dc2a1d777ef237d2b019c18e195b8f024726731d338ed4
2025-06-26,THURSDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250626,主板|科创板|股票,6a591a45cd17f1865ed6ef9dc4b2c9e3fd9ff4a9ba2aacc0e61d881b92f8eebb
2025-06-27,FRIDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250627,主板|科创板|股票,a5396e1430b7e657e5bd789b1021653091f6255b428d3f708786349c489454f0
2025-06-28,SATURDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2025,,,,
2025-06-29,SUNDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2025,,,,
2025-06-30,MONDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250630,主板|科创板|股票,92ad7959a1fd3ff9972993b58d0d1c125903e4c4f49e2cad7adbc5956dd3157a
2025-07-01,TUESDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250701,主板|科创板|股票,9c65b66247f7036ea3fdbb55685ab6a0961ace21e2d0fab9688b0bdcfda93ccd
2025-07-02,WEDNESDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250702,主板|科创板|股票,33dd40a1c9300c2671db73234de2add44fdbb26244ac403057e04b9aa5bfd0d6
2025-07-03,THURSDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250703,主板|科创板|股票,2e8ed85a50d6a349ad0c19297e442f4ce8e7ccc064fa950f4db30724f0fc4c3f
2025-07-04,FRIDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250704,主板|科创板|股票,a1db34bf8b8877e4f572302c4de0e2883b7aa7c5c9db2cc650d8155a86fb22ba
2025-07-05,SATURDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2025,,,,
2025-07-06,SUNDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2025,,,,
2025-07-07,MONDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250707,主板|科创板|股票,dfb029275145e659c78645027d732eed5e03e1b0da85efba75a105ef3cac005e
2025-07-08,TUESDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250708,主板|科创板|股票,4275b54334d46b0e893260358a164ac7a1de66e53b3064c3ec92c151c70d29ce
2025-07-09,WEDNESDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250709,主板|科创板|股票,0a87eef713a1d6aec8d1aa370dba057bd172103615ff7d4526e0a38ea9e0a594
2025-07-10,THURSDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250710,主板|科创板|股票,147fcb76bfd4152d72c2740fa75eee803aa0eb0773562fdfc6d5ad9e137a1962
2025-07-11,FRIDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250711,主板|科创板|股票,d4e101ae16ad48267d4e3195f38c251899f47ec3730e2d3236db63e38ac86bac
2025-07-12,SATURDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2025,,,,
2025-07-13,SUNDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2025,,,,
2025-07-14,MONDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250714,主板|科创板|股票,e008823b06b519a70212f00c969ca015719503197f68bcf8980a60ff182d7f34
2025-07-15,TUESDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250715,主板|科创板|股票,36d8407ddfa34411ae8566ede61695f506f242cc4ff9947c37489f776257d798
2025-07-16,WEDNESDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250716,主板|科创板|股票,fd494d98720d6e14571912bf98e04aa46d560bf707f1347f2efde23249065985
2025-07-17,THURSDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250717,主板|科创板|股票,987a2310bed36d8a2df95dcb7562b97ba4bd74e26b9b126fd0d593367cca6c5e
2025-07-18,FRIDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250718,主板|科创板|股票,38c48e0069b7135a135cade0c4fac77999086412df761c8dde5e360c9e34b9e8
2025-07-19,SATURDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2025,,,,
2025-07-20,SUNDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2025,,,,
2025-07-21,MONDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250721,主板|科创板|股票,8d2c10f2329f0b4b33d9550fc8aeb6a78c77ec3e508761d76e409d8b40245918
2025-07-22,TUESDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250722,主板|科创板|股票,c1b8ca7f233637095606474f1166364818f3a14113758064241fcaf3597f288f
2025-07-23,WEDNESDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250723,主板|科创板|股票,fb297d43b2a9e0c2a58ec3c56a7304641561899743f685abb10643a77357b50f
2025-07-24,THURSDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250724,主板|科创板|股票,27c8fe8430d8e852e3c100a48820ba80ba0b5a03eb622ff26ee85845a6c16afe
2025-07-25,FRIDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250725,主板|科创板|股票,7c9ae3ec689aecc2279e088e4dcfa87698dfeae65cd8b0291259254ab8f5002e
2025-07-26,SATURDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2025,,,,
2025-07-27,SUNDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2025,,,,
2025-07-28,MONDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250728,主板|科创板|股票,37b8c2afa5dccc901bd1f6c141e94cfeba3aafe3319a0ffec60bbba053ea4d15
2025-07-29,TUESDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250729,主板|科创板|股票,2e2d89d5f41e5c7285e96c94deac7e5a00e49e27c8692fbd76a974257600518d
2025-07-30,WEDNESDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250730,主板|科创板|股票,2aca1091782bf5a7911932049a14beafc495ef9de34e0a46a780f13f99d3eb37
2025-07-31,THURSDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250731,主板|科创板|股票,1a70167dad2f6243f6702fbe0f6792194e32fbb966a6c8fab0e44c7cc3fff68f
2025-08-01,FRIDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250801,主板|科创板|股票,4a8a28dcbc41269d7fc143ea988911995f05338c3e8392490152a374121036a3
2025-08-02,SATURDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2025,,,,
2025-08-03,SUNDAY,CLOSED,WEEKEND_CLOSED,WEEKEND,2025,,,,
2025-08-04,MONDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250804,主板|科创板|股票,7d122cbd0e490da395147f9eb7e6fb7e068337b0e1899bd110187c73f716b6ca
2025-08-05,TUESDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250805,主板|科创板|股票,02d77a9cb923fdabd147f2e020227675221267de223517835537b5115bc7487b
2025-08-06,WEDNESDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250806,主板|科创板|股票,ee2d9473b74440fa83d5e6359c644c3a58ad483cb7ad29223086a48fc052893b
2025-08-07,THURSDAY,OPEN,CONFIRMED_OPEN,NONE,2025,3,20250807,主板|科创板|股票,15f2f12c0b4786f918def52ef2b2677f8dfa13f79e379731d74e61a52181f7a4
